Distortion_Type,Image,Average_SSIM_Score
Gaussian_Blur,009image_4_5.bmp,0.9175291036241551
Gaussian_Blur,009image_4_7.bmp,0.9121062477093653
Gaussian_Blur,009image_4_9.bmp,0.6645997511390322
Gaussian_Blur,009image_4_6.bmp,0.7917491117043667
Gaussian_Blur,009image_4_8.bmp,0.7863262557895769
Gaussian_Blur,009image_4_4.bmp,0.9232217775557556
Gaussian_Blur,010image_4_1.bmp,0.7167111520612064
Gaussian_Blur,010image_4_4.bmp,0.4357418872810761
Gaussian_Blur,010image_4_5.bmp,0.3839106018979831
Gaussian_Blur,010image_4_8.bmp,0.32308358286551175
Gaussian_Blur,010image_4_7.bmp,0.3322629769791437
Gaussian_Blur,010image_4_6.bmp,0.3747312077843512
Gaussian_Blur,010image_4_9.bmp,0.3138677266869764
Gaussian_Blur,010image_4_3.bmp,0.6557004725644814
Gaussian_Blur,010image_4_2.bmp,0.6648798666781133
Gaussian_Blur,013image_4_1.bmp,0.7052408994174859
Gaussian_Blur,013image_4_3.bmp,0.629153896321298
Gaussian_Blur,013image_4_5.bmp,0.3352004030050552
Gaussian_Blur,013image_4_4.bmp,0.41086279460726205
Gaussian_Blur,013image_4_7.bmp,0.2592732733328242
Gaussian_Blur,013image_4_2.bmp,0.6295785078152791
Gaussian_Blur,013image_4_6.bmp,0.33477579151107417
Gaussian_Blur,013image_4_9.bmp,0.2584309481976941
Gaussian_Blur,013image_4_8.bmp,0.25884866183884314
Gaussian_Blur,015image_4_1.bmp,0.9477192428763177
Gaussian_Blur,015image_4_9.bmp,0.294778123949456
Gaussian_Blur,015image_4_5.bmp,0.6910619105099833
Gaussian_Blur,015image_4_3.bmp,0.6472260680763324
Gaussian_Blur,015image_4_7.bmp,0.48604005401226946
Gaussian_Blur,015image_4_6.bmp,0.5949509059559012
Gaussian_Blur,015image_4_2.bmp,0.7433370726304146
Gaussian_Blur,015image_4_4.bmp,0.8954440807558866
Gaussian_Blur,015image_4_8.bmp,0.38992904945818724
Gaussian_Blur,021image_4_9.bmp,0.43115999313016695
Gaussian_Blur,021image_4_2.bmp,0.7326432779910786
Gaussian_Blur,021image_4_5.bmp,0.5822449315844224
Gaussian_Blur,021image_4_4.bmp,0.695533902598561
Gaussian_Blur,021image_4_6.bmp,0.5631866499240614
Gaussian_Blur,021image_4_7.bmp,0.4695048085091778
Gaussian_Blur,021image_4_3.bmp,0.7135849963307177
Gaussian_Blur,021image_4_1.bmp,0.8459322490052172
Gaussian_Blur,021image_4_8.bmp,0.4504465268488168
Fast_Fading,003image_5_2.bmp,0.8231058310380321
Fast_Fading,003image_5_3.bmp,0.7705339309538174
Fast_Fading,003image_5_4.bmp,0.9958937835420232
Fast_Fading,003image_5_6.bmp,0.7688627789860742
Fast_Fading,003image_5_1.bmp,0.9975649355097663
Fast_Fading,003image_5_8.bmp,0.6373843512582031
Fast_Fading,003image_5_5.bmp,0.821434679070289
Fast_Fading,003image_5_7.bmp,0.6899562513424179
Fast_Fading,003image_5_9.bmp,0.5417279128632839
Fast_Fading,007image_5_5.bmp,0.8119899416870743
Fast_Fading,007image_5_1.bmp,0.883201219888539
Fast_Fading,007image_5_7.bmp,0.8436542441557532
Fast_Fading,007image_5_2.bmp,0.9217128676141525
Fast_Fading,007image_5_8.bmp,0.8065011017986958
Fast_Fading,007image_5_4.bmp,0.7734782939614607
Fast_Fading,007image_5_3.bmp,0.8845597252570951
Fast_Fading,007image_5_6.bmp,0.7748367993300169
Fast_Fading,007image_5_9.bmp,0.774627212804496
Fast_Fading,008image_5_1.bmp,0.896062152289028
Fast_Fading,008image_5_5.bmp,0.7680413712605251
Fast_Fading,008image_5_2.bmp,0.8551394382562564
Fast_Fading,008image_5_7.bmp,0.6936410097672153
Fast_Fading,008image_5_4.bmp,0.8089640852932967
Fast_Fading,008image_5_3.bmp,0.7992620904375602
Fast_Fading,008image_5_6.bmp,0.7121640234418289
Fast_Fading,008image_5_9.bmp,0.5975714602877942
Fast_Fading,008image_5_8.bmp,0.6377636619485192
Fast_Fading,009image_5_3.bmp,0.8354663326503913
Fast_Fading,009image_5_2.bmp,0.9267080028085746
Fast_Fading,009image_5_5.bmp,0.8892949027633802
Fast_Fading,009image_5_8.bmp,0.7676387949824733
Fast_Fading,009image_5_4.bmp,0.9171379425294071
Fast_Fading,009image_5_1.bmp,0.9545510425746015
Fast_Fading,009image_5_6.bmp,0.7980532326051968
Fast_Fading,009image_5_7.bmp,0.8588804651406567
Fast_Fading,009image_5_9.bmp,0.6902306881510181
Fast_Fading,010image_5_3.bmp,0.6394630946465032
Fast_Fading,010image_5_4.bmp,0.5477974190959762
Fast_Fading,010image_5_5.bmp,0.5725296994319433
Fast_Fading,010image_5_2.bmp,0.7893672949618036
Fast_Fading,010image_5_1.bmp,0.7646350146258364
Fast_Fading,010image_5_8.bmp,0.4195939870643093
Fast_Fading,010image_5_9.bmp,0.28049351415968093
Fast_Fading,010image_5_7.bmp,0.5694981873796097
Fast_Fading,010image_5_6.bmp,0.42262549911664293
Fast_Fading,013image_5_9.bmp,0.3061484179008641
Fast_Fading,013image_5_7.bmp,0.7956570415774171
Fast_Fading,013image_5_4.bmp,0.9974405427929386
Fast_Fading,013image_5_1.bmp,0.9985529257085048
Fast_Fading,013image_5_2.bmp,0.8916002790975285
Fast_Fading,013image_5_6.bmp,0.630668706018211
Fast_Fading,013image_5_8.bmp,0.5358378514136659
Fast_Fading,013image_5_3.bmp,0.6317810889337772
Fast_Fading,013image_5_5.bmp,0.8904878961819622
Fast_Fading,015image_5_1.bmp,0.8538160951613836
Fast_Fading,015image_5_4.bmp,0.7216091678761494
Fast_Fading,015image_5_2.bmp,0.6768694706160587
Fast_Fading,015image_5_3.bmp,0.6869310632404472
Fast_Fading,015image_5_5.bmp,0.5446625433308245
Fast_Fading,015image_5_7.bmp,0.41156442864230236
Fast_Fading,015image_5_9.bmp,0.37239505867818645
Fast_Fading,015image_5_8.bmp,0.4216260212666908
Fast_Fading,015image_5_6.bmp,0.554724135955213
Fast_Fading,021image_5_2.bmp,0.7492848367279396
Fast_Fading,021image_5_1.bmp,0.996936749541232
Fast_Fading,021image_5_8.bmp,0.6905141909532695
Fast_Fading,021image_5_5.bmp,0.7450698449525869
Fast_Fading,021image_5_4.bmp,0.9927217577658793
Fast_Fading,021image_5_6.bmp,0.9331623151167658
Fast_Fading,021image_5_7.bmp,0.5024217207890904
Fast_Fading,021image_5_9.bmp,0.8699311974726316
Fast_Fading,021image_5_3.bmp,0.9373773068921186
