Distortion_Type,Image,SSIM_Score
ff,im17_4_l.bmp,0.644907691654162
ff,im17_4_r.bmp,0.5347795079849801
ff,im18_1_l.bmp,0.781429527219706
ff,im18_1_r.bmp,0.7957584537668987
ff,im18_2_l.bmp,0.7419747532716241
ff,im18_2_r.bmp,0.47141978039018156
ff,im18_3_l.bmp,0.4975460575907406
ff,im18_3_r.bmp,0.5862044720786478
ff,im18_4_l.bmp,0.6648506361649922
ff,im18_4_r.bmp,0.68642286116291
ff,im20_1_l.bmp,0.37481905047738123
ff,im20_1_r.bmp,0.35223755877158763
ff,im20_2_l.bmp,0.6492086126731945
ff,im20_2_r.bmp,0.3676658560991753
ff,im20_3_l.bmp,0.5825731033647826
ff,im20_3_r.bmp,0.5594768484242676
ff,im20_4_l.bmp,0.29204466661662715
ff,im20_4_r.bmp,0.4171189941309561
ff,im21_1_l.bmp,0.1505587621035169
ff,im21_1_r.bmp,0.3528535124862001
ff,im21_2_l.bmp,0.6899091602271074
ff,im21_2_r.bmp,0.7109340392950352
ff,im21_3_l.bmp,0.36740267956495487
ff,im21_3_r.bmp,0.371217305172142
ff,im21_4_l.bmp,0.17818122811000375
ff,im21_4_r.bmp,0.18726376456052218
ff,im22_1_l.bmp,0.158034493990561
ff,im22_1_r.bmp,0.5227975034694141
ff,im22_2_l.bmp,0.1881020440943228
ff,im22_2_r.bmp,0.27338016221459105
ff,im22_3_l.bmp,0.2982172200037906
ff,im22_3_r.bmp,0.42889606622647464
ff,im22_4_l.bmp,0.7570098331319576
ff,im22_4_r.bmp,0.29828829835782295
ff,im24_1_l.bmp,0.3877496706405145
ff,im24_1_r.bmp,0.3659352220975899
ff,im24_2_l.bmp,0.549795683678147
ff,im24_2_r.bmp,0.23070196922619987
ff,im24_3_l.bmp,0.3065600425332909
ff,im24_3_r.bmp,0.4484586451334931
ff,im24_4_l.bmp,0.27251437631889597
ff,im24_4_r.bmp,0.27057185868409644
ff,im26_1_l.bmp,0.2274531026997738
ff,im26_1_r.bmp,0.307114641608905
ff,im26_2_l.bmp,0.47196112510520727
ff,im26_2_r.bmp,0.30588332732804735
ff,im26_3_l.bmp,0.32661821796834783
ff,im26_3_r.bmp,0.244999303832576
ff,im26_4_l.bmp,0.5110587480913178
ff,im26_4_r.bmp,0.3072381255305804
ff,im27_1_l.bmp,0.6020524678094343
ff,im27_1_r.bmp,0.5817706091288279
ff,im27_2_l.bmp,0.5394179839958739
ff,im27_2_r.bmp,0.1980454057571467
ff,im27_3_l.bmp,0.791667750523338
ff,im27_3_r.bmp,0.7699394037649868
ff,im27_4_l.bmp,0.9263663376255377
ff,im27_4_r.bmp,0.9756714953887781
ff,im29_1_l.bmp,0.5958152017009913
ff,im29_1_r.bmp,0.3651384992934739
ff,im29_2_l.bmp,0.5878486987466657
ff,im29_2_r.bmp,0.40099402175822757
ff,im29_3_l.bmp,0.5632217073825526
ff,im29_3_r.bmp,0.5725724350717724
ff,im29_4_l.bmp,0.5901619457295063
ff,im29_4_r.bmp,0.805543023454076
jp2k,im2_1_l.bmp,0.908194761830577
jp2k,im2_1_r.bmp,0.9056738249363314
jp2k,im2_3_r.bmp,0.8043122131851274
jp2k,im2_2_l.bmp,0.6590368406355381
jp2k,im2_3_l.bmp,0.8069019437540544
jp2k,im2_2_r.bmp,0.6534429646524308
jp2k,im2_4_l.bmp,0.8872568888838189
jp2k,im2_4_r.bmp,0.8868834611585324
jp2k,im3_1_l.bmp,0.7498033307486922
jp2k,im3_2_l.bmp,0.9504057767359521
jp2k,im3_3_l.bmp,0.8607802758126918
jp2k,im3_2_r.bmp,0.9492374269772895
jp2k,im3_1_r.bmp,0.7483473025373643
jp2k,im3_4_l.bmp,0.8430891027039864
jp2k,im3_3_r.bmp,0.8576223620883587
jp2k,im3_4_r.bmp,0.8416599007592527
jp2k,im5_2_r.bmp,0.9700198685901481
jp2k,im5_2_l.bmp,0.9751588825107504
jp2k,im5_1_l.bmp,0.5925294672910983
jp2k,im5_1_r.bmp,0.5528293534277242
jp2k,im5_4_l.bmp,0.9293650015947393
jp2k,im5_3_r.bmp,0.4928871979237765
jp2k,im5_4_r.bmp,0.9118405360861276
jp2k,im5_3_l.bmp,0.528037440169181
jp2k,im7_2_l.bmp,0.8184297221008899
jp2k,im7_1_l.bmp,0.951044216490607
jp2k,im7_1_r.bmp,0.9506387443971266
jp2k,im7_2_r.bmp,0.808247052361335
jp2k,im7_4_l.bmp,0.8215666719589595
jp2k,im7_4_r.bmp,0.8127229105845368
jp2k,im7_3_l.bmp,0.7428833145877843
jp2k,im7_3_r.bmp,0.7402495312688138
jp2k,im8_3_l.bmp,0.9578515389171754
jp2k,im8_2_r.bmp,0.8003197556240657
jp2k,im8_1_r.bmp,0.8922674281212877
jp2k,im8_2_l.bmp,0.8141022726704036
jp2k,im8_1_l.bmp,0.9026902122216236
jp2k,im8_4_r.bmp,0.7510090523645181
jp2k,im8_4_l.bmp,0.7593996578349356
jp2k,im8_3_r.bmp,0.9519129024320222
jp2k,im10_1_r.bmp,0.5942294454632102
jp2k,im10_2_l.bmp,0.9500373722622057
jp2k,im10_1_l.bmp,0.6017497535436052
jp2k,im10_2_r.bmp,0.9478008913539285
jp2k,im10_4_l.bmp,0.5222603412876363
jp2k,im10_3_r.bmp,0.6827000303258876
jp2k,im10_3_l.bmp,0.6882220446101143
jp2k,im10_4_r.bmp,0.5151320048503317
jp2k,im12_1_l.bmp,0.5331502741940415
jp2k,im12_3_l.bmp,0.9464440074651693
jp2k,im12_2_l.bmp,0.9403881555980933
jp2k,im12_2_r.bmp,0.9379357490536311
jp2k,im12_1_r.bmp,0.5275688542297937
jp2k,im12_4_l.bmp,0.8914106661145056
jp2k,im12_3_r.bmp,0.9463126461967547
jp2k,im12_4_r.bmp,0.890662150328645
jp2k,im13_1_l.bmp,0.7131157782667068
jp2k,im13_1_r.bmp,0.7081491255078151
jp2k,im13_2_r.bmp,0.9499095996255869
jp2k,im13_3_l.bmp,0.885648858785081
jp2k,im13_4_l.bmp,0.8776703212403038
jp2k,im13_2_l.bmp,0.9518608602109355
jp2k,im13_3_r.bmp,0.8816980868633911
jp2k,im13_4_r.bmp,0.8718825285972938
jp2k,im14_1_l.bmp,0.4323267591153343
jp2k,im14_2_r.bmp,0.8351427356249519
jp2k,im14_1_r.bmp,0.4353933112334855
jp2k,im14_3_l.bmp,0.4269033794492722
jp2k,im14_2_l.bmp,0.8300367438035946
jp2k,im14_4_l.bmp,0.4374510038991098
jp2k,im14_4_r.bmp,0.4403691088303348
jp2k,im14_3_r.bmp,0.43200127991766923
jp2k,im15_1_l.bmp,0.5360415702169868
jp2k,im15_2_r.bmp,0.6925726364950796
jp2k,im15_1_r.bmp,0.5463007869089208
jp2k,im15_2_l.bmp,0.6837498501852494
jp2k,im15_3_l.bmp,0.9279655148978269
jp2k,im15_4_l.bmp,0.9161930985339587
jp2k,im15_3_r.bmp,0.928860988454056
jp2k,im15_4_r.bmp,0.9188347419237589
jp2k,im16_1_l.bmp,0.9657173192008559
jp2k,im16_1_r.bmp,0.965485342631541
jp2k,im16_4_l.bmp,0.8808362566165054
jp2k,im16_2_r.bmp,0.9551964233464972
jp2k,im16_3_l.bmp,0.4546325760065799
jp2k,im16_2_l.bmp,0.9552649345950625
jp2k,im16_3_r.bmp,0.44587985442297284
jp2k,im16_4_r.bmp,0.8815552468534649
jp2k,im17_1_l.bmp,0.6915462066126469
jp2k,im17_3_l.bmp,0.9719644124148521
jp2k,im17_2_l.bmp,0.8864432563392847
jp2k,im17_1_r.bmp,0.6877473827680852
jp2k,im17_2_r.bmp,0.8857050381831992
jp2k,im17_3_r.bmp,0.9713308086710161
jp2k,im17_4_r.bmp,0.9182735903208474
jp2k,im17_4_l.bmp,0.9206986059563939
jp2k,im18_1_l.bmp,0.7466900255551125
jp2k,im18_1_r.bmp,0.7407128956005465
jp2k,im18_3_r.bmp,0.8975858028849298
jp2k,im18_4_l.bmp,0.7524213561644965
jp2k,im18_3_l.bmp,0.8995017388733283
jp2k,im18_2_r.bmp,0.7581403483249215
jp2k,im18_2_l.bmp,0.7625177328241186
jp2k,im18_4_r.bmp,0.7442868683445008
jp2k,im20_2_l.bmp,0.6834279416876382
jp2k,im20_1_l.bmp,0.880345106711155
jp2k,im20_1_r.bmp,0.8761567374051074
jp2k,im20_2_r.bmp,0.6764488855681061
jp2k,im20_4_r.bmp,0.5732018535435353
jp2k,im20_3_r.bmp,0.47377979515503754
jp2k,im20_4_l.bmp,0.5809435435084922
jp2k,im20_3_l.bmp,0.4859879323174221
jp2k,im21_1_l.bmp,0.45064993475417986
jp2k,im21_1_r.bmp,0.46720717848092647
jp2k,im21_2_l.bmp,0.4279324581070229
jp2k,im21_3_r.bmp,0.7731606756936793
jp2k,im21_3_l.bmp,0.764740340294437
jp2k,im21_2_r.bmp,0.4399992072782804
jp2k,im21_4_l.bmp,0.8836998317168345
jp2k,im21_4_r.bmp,0.8907601108254791
jp2k,im22_1_l.bmp,0.43373045147283573
jp2k,im22_2_l.bmp,0.8247151391647197
jp2k,im22_1_r.bmp,0.43899654067609234
jp2k,im22_3_l.bmp,0.6784846390270014
jp2k,im22_4_l.bmp,0.42935525060850516
jp2k,im22_2_r.bmp,0.8255051871713568
jp2k,im22_3_r.bmp,0.6817772628897889
jp2k,im22_4_r.bmp,0.4267789213900302
jp2k,im24_2_l.bmp,0.7768224949388788
jp2k,im24_1_l.bmp,0.8009504475147369
jp2k,im24_1_r.bmp,0.8034748734976134
jp2k,im24_2_r.bmp,0.7823338172898678
jp2k,im24_4_l.bmp,0.5905960468219978
jp2k,im24_3_l.bmp,0.9367701071929774
jp2k,im24_3_r.bmp,0.9374746879911401
jp2k,im24_4_r.bmp,0.5954727178995655
jp2k,im26_1_l.bmp,0.6327052986825128
jp2k,im26_1_r.bmp,0.6288133896137005
jp2k,im26_2_r.bmp,0.4662721582336712
jp2k,im26_2_l.bmp,0.47946677570330587
jp2k,im26_3_r.bmp,0.785943303989104
jp2k,im26_3_l.bmp,0.7878694434395684
jp2k,im26_4_r.bmp,0.560116226978469
jp2k,im26_4_l.bmp,0.5672238817136285
jp2k,im27_2_l.bmp,0.7303216288880453
jp2k,im27_1_r.bmp,0.9160723300712637
jp2k,im27_1_l.bmp,0.9145894416545579
jp2k,im27_4_l.bmp,0.6969959996240084
jp2k,im27_2_r.bmp,0.7310274928617249
jp2k,im27_3_l.bmp,0.9453082037355763
jp2k,im27_3_r.bmp,0.9445432784814418
jp2k,im27_4_r.bmp,0.703569713771425
jp2k,im29_1_l.bmp,0.939713231309125
jp2k,im29_1_r.bmp,0.9396880165185841
jp2k,im29_2_l.bmp,0.8058509896629208
jp2k,im29_3_r.bmp,0.9606214853931411
jp2k,im29_3_l.bmp,0.9609516465505863
jp2k,im29_4_l.bmp,0.861154958088632
jp2k,im29_2_r.bmp,0.8050169245601027
jp2k,im29_4_r.bmp,0.8579194973539795
jpeg,im2_1_r.bmp,0.8804782970307289
jpeg,im2_1_l.bmp,0.8786476917034164
jpeg,im2_3_l.bmp,0.8280211599367833
jpeg,im2_4_r.bmp,0.730343944400708
jpeg,im2_2_r.bmp,0.8895020159233391
jpeg,im2_4_l.bmp,0.7288443577423843
jpeg,im2_3_r.bmp,0.8294269643736017
jpeg,im2_2_l.bmp,0.8877469138220679
jpeg,im3_1_r.bmp,0.8948716856887505
jpeg,im3_3_r.bmp,0.8775178357815542
jpeg,im3_1_l.bmp,0.8961619132166974
jpeg,im3_2_l.bmp,0.8031468293844989
jpeg,im3_2_r.bmp,0.8001089062723461
jpeg,im3_3_l.bmp,0.8784657681255784
jpeg,im3_4_l.bmp,0.8784657681255784
jpeg,im3_4_r.bmp,0.8775178357815542
jpeg,im5_2_l.bmp,0.8881775159758694
jpeg,im5_1_r.bmp,0.8718076949729531
jpeg,im5_1_l.bmp,0.8830792616169173
jpeg,im5_3_r.bmp,0.7324935029814714
jpeg,im5_2_r.bmp,0.8776997807706776
jpeg,im5_4_r.bmp,0.8082057326164283
jpeg,im5_3_l.bmp,0.7539071408627325
jpeg,im5_4_l.bmp,0.8239382464139795
jpeg,im7_1_l.bmp,0.8321868827317903
jpeg,im7_3_r.bmp,0.926439941511448
jpeg,im7_2_r.bmp,0.8280771988952443
jpeg,im7_1_r.bmp,0.8189009637768249
jpeg,im7_3_l.bmp,0.9328309045515333
jpeg,im7_4_r.bmp,0.92786734604642
jpeg,im7_4_l.bmp,0.9342481540121145
jpeg,im7_2_l.bmp,0.8405993870318373
jpeg,im8_3_l.bmp,0.8496481581620652
jpeg,im8_4_r.bmp,0.8799747528080608
jpeg,im8_2_l.bmp,0.8140654012238117
jpeg,im8_4_l.bmp,0.8833573633333309
jpeg,im8_3_r.bmp,0.845865063699779
jpeg,im8_1_l.bmp,0.8907833448193714
jpeg,im8_2_r.bmp,0.8091509930742241
jpeg,im8_1_r.bmp,0.8877908205890396
jpeg,im10_1_l.bmp,0.8822177193077506
jpeg,im10_4_r.bmp,0.7256189013553158
jpeg,im10_2_l.bmp,0.8919874651633701
jpeg,im10_2_r.bmp,0.8908822520735458
jpeg,im10_3_r.bmp,0.8104231009065315
jpeg,im10_1_r.bmp,0.8808607970416158
jpeg,im10_4_l.bmp,0.7294917508082756
jpeg,im10_3_l.bmp,0.8131413254501048
jpeg,im12_3_l.bmp,0.7474798641980935
jpeg,im12_4_r.bmp,0.8132194834925347
jpeg,im12_4_l.bmp,0.814724705981392
jpeg,im12_1_l.bmp,0.6730016586564876
jpeg,im12_1_r.bmp,0.670653919298617
jpeg,im12_2_r.bmp,0.7242784887857842
jpeg,im12_3_r.bmp,0.7449786710595657
jpeg,im12_2_l.bmp,0.7266886253626386
jpeg,im13_1_l.bmp,0.9091148204347114
jpeg,im13_4_r.bmp,0.9050667736399794
jpeg,im13_3_l.bmp,0.8794584359585037
jpeg,im13_2_r.bmp,0.8762290783348449
jpeg,im13_3_r.bmp,0.8797053763178728
jpeg,im13_2_l.bmp,0.87642902131309
jpeg,im13_1_r.bmp,0.9092666734463615
jpeg,im13_4_l.bmp,0.9050231165259007
jpeg,im14_2_r.bmp,0.6793786189183654
jpeg,im14_2_l.bmp,0.6804859878786937
jpeg,im14_3_r.bmp,0.8496928247459309
jpeg,im14_1_r.bmp,0.7986367190317853
jpeg,im14_3_l.bmp,0.8490708455189584
jpeg,im14_1_l.bmp,0.7980458213816416
jpeg,im14_4_r.bmp,0.8496928247459309
jpeg,im14_4_l.bmp,0.8490708455189584
jpeg,im15_2_r.bmp,0.8099355395897162
jpeg,im15_2_l.bmp,0.8075668970785442
jpeg,im15_1_r.bmp,0.7291240526577419
jpeg,im15_4_r.bmp,0.8099355395897162
jpeg,im15_3_r.bmp,0.8323768030086274
jpeg,im15_3_l.bmp,0.8302423468747891
jpeg,im15_1_l.bmp,0.7302443750209731
jpeg,im15_4_l.bmp,0.8075668970785442
jpeg,im16_1_l.bmp,0.7862132321404482
jpeg,im16_3_r.bmp,0.8384999805141927
jpeg,im16_2_r.bmp,0.8141110560327611
jpeg,im16_3_l.bmp,0.8379538887464651
jpeg,im16_2_l.bmp,0.8138195974730799
jpeg,im16_4_l.bmp,0.8904711045257501
jpeg,im16_1_r.bmp,0.7869149022929529
jpeg,im16_4_r.bmp,0.891694087265757
jpeg,im17_3_r.bmp,0.8391426417274619
jpeg,im17_2_r.bmp,0.8296032654340629
jpeg,im17_4_l.bmp,0.9044617499041107
jpeg,im17_2_l.bmp,0.8294542005561655
jpeg,im17_1_l.bmp,0.795734158372358
jpeg,im17_1_r.bmp,0.7966163053244805
jpeg,im17_4_r.bmp,0.9033436780617855
jpeg,im17_3_l.bmp,0.8384495616244564
jpeg,im18_1_r.bmp,0.893240117865597
jpeg,im18_2_l.bmp,0.9081203189878265
jpeg,im18_3_r.bmp,0.8835858188350102
jpeg,im18_4_l.bmp,0.8274436637839986
jpeg,im18_4_r.bmp,0.828639142516611
jpeg,im18_1_l.bmp,0.8916491883336767
jpeg,im18_2_r.bmp,0.9093999270862685
jpeg,im18_3_l.bmp,0.8813605830600456
jpeg,im20_1_l.bmp,0.6930367571317199
jpeg,im20_2_l.bmp,0.7327945986062083
jpeg,im20_2_r.bmp,0.7306448878196385
jpeg,im20_1_r.bmp,0.6918314355970698
jpeg,im20_3_l.bmp,0.7739538803576723
jpeg,im20_3_r.bmp,0.7734219335168636
jpeg,im20_4_r.bmp,0.7922845809361788
jpeg,im20_4_l.bmp,0.7935846803147042
jpeg,im21_3_r.bmp,0.8344658122543148
jpeg,im21_2_l.bmp,0.8552489358144907
jpeg,im21_3_l.bmp,0.8352285827385122
jpeg,im21_1_l.bmp,0.7690895832279718
jpeg,im21_1_r.bmp,0.7675642632322186
jpeg,im21_2_r.bmp,0.8543326702611318
jpeg,im21_4_l.bmp,0.6799506119406702
jpeg,im21_4_r.bmp,0.6763379566268484
jpeg,im22_3_r.bmp,0.7506590546036885
jpeg,im22_1_l.bmp,0.7871210756570064
jpeg,im22_3_l.bmp,0.7499696607880758
jpeg,im22_1_r.bmp,0.7870124930099089
jpeg,im22_2_l.bmp,0.8341992128799179
jpeg,im22_2_r.bmp,0.8355940655282289
jpeg,im22_4_r.bmp,0.8559065909381197
jpeg,im22_4_l.bmp,0.8544758181290839
jpeg,im24_2_r.bmp,0.7644320878541042
jpeg,im24_1_r.bmp,0.8032692417437266
jpeg,im24_2_l.bmp,0.7635097387269786
jpeg,im24_4_l.bmp,0.859534291295239
jpeg,im24_4_r.bmp,0.8608240142936784
jpeg,im24_3_l.bmp,0.8954542395609942
jpeg,im24_1_l.bmp,0.8024909737444279
jpeg,im24_3_r.bmp,0.8959612995140779
jpeg,im26_1_l.bmp,0.7111937903908431
jpeg,im26_2_l.bmp,0.8572345525259113
jpeg,im26_1_r.bmp,0.7118001265793471
jpeg,im26_3_l.bmp,0.7644985008815876
jpeg,im26_4_l.bmp,0.8085488642377139
jpeg,im26_3_r.bmp,0.7658354805668326
jpeg,im26_4_r.bmp,0.8094246944325838
jpeg,im26_2_r.bmp,0.857643690812919
jpeg,im27_2_l.bmp,0.8255054382978795
jpeg,im27_4_l.bmp,0.8793907624846855
jpeg,im27_1_l.bmp,0.8811677975588309
jpeg,im27_3_l.bmp,0.8862320382341509
jpeg,im27_2_r.bmp,0.8299732608826693
jpeg,im27_3_r.bmp,0.8880418942705408
jpeg,im27_1_r.bmp,0.8833645011315073
jpeg,im27_4_r.bmp,0.8816709277693487
jpeg,im29_4_l.bmp,0.9048633479671069
jpeg,im29_2_l.bmp,0.8852817313410608
jpeg,im29_2_r.bmp,0.8850702737048357
jpeg,im29_4_r.bmp,0.9052547998874597
jpeg,im29_1_l.bmp,0.8535167646689672
jpeg,im29_1_r.bmp,0.8537364117081078
jpeg,im29_3_r.bmp,0.8931143575164746
jpeg,im29_3_l.bmp,0.8929487843443147
wn,im2_1_l.bmp,0.7453540535369598
wn,im2_1_r.bmp,0.7477479205298709
wn,im2_2_l.bmp,0.6109638634848621
wn,im2_2_r.bmp,0.6137818050515002
wn,im2_3_r.bmp,0.06611708236674994
wn,im2_4_l.bmp,0.6137260972385656
wn,im2_4_r.bmp,0.6177806662746477
wn,im2_3_l.bmp,0.0648084619756798
wn,im3_1_l.bmp,0.47114169926110283
